,Name,Party,GE,Constituency,Margin,election_type,election_year
1454,NG Yeow Chong,People's Action Party,GE 1968,Mountbatten,Uncontested,GE,1968
1455,NG Yeow Chong,People's Action Party,GE 1972,Mountbatten,Uncontested,GE,1972
1456,NG Yeow Chong,People's Action Party,GE 1976,Mountbatten,65.9%,GE,1976
1457,"NGERNG Yi Ling, Roy",Reform Party,GE 2015,Ang Mo Kio GRC,21.4%,GE,2015
1458,NGEOW Pack Hua,People's Action Party,GE 1976,Boon Lay,79.8%,GE,1976
1459,NGOEI Soon On (John),Workers' Party,GE 1976,Havelock,20.7%,GE,1976
1460,NGOH Eng Kok,Independent,GE 1963,Bukit Merah,2.0%,GE,1963
1461,"NIDDY, Govindasamy Karuna",Independent,GE 1991,Leng Kee,23.4%,GE,1991
1462,N. M. bin Abdul Wahid,United National Front,GE 1972,Crawford,8.6%,GE,1972
1463,NOR LELLA MARDIIIAH binte Mohamed,National Solidarity Party,GE 2011,Chua Chu Kang GRC,38.8%,GE,2011
1464,NOR LELLA MARDIIIAH binte Mohamed,National Solidarity Party,GE 2015,Tampines GRC,27.9%,GE,2015
1465,NORAINI binte Yunus,National Solidarity Party,GE 2011,Jurong GRC,33.0%,GE,2011
1466,NORAINI binte Yunus,Reform Party,GE 2015,West Coast GRC,21.4%,GE,2015
1467,NORMAH binte Yahya,Workers' Party,GE 1972,Changi,29.2%,GE,1972
1468,"NUGAWELA, Narendra Gerald",Independent,CC 1952,East,5.5%,CC,1952
1469,"OEHLERS, Frederick Bernard",Labour Party,MC Dec 1949,City,9.3%,MC Dec,1949
1470,OH Su Chen,People's Action Party,GE 1959,Cairnhill,20.7%,GE,1959
1471,OMAR bin Ninggal,United National Front,GE 1972,Changi,8.4%,GE,1972
1472,ONG Ah Heng,People's Action Party,GE 1997,Nee Soon Central,61.3%,GE,1997
1473,ONG Ah Heng,People's Action Party,GE 2001,Nee Soon Central,78.5%,GE,2001
1474,ONG Ah Heng,People's Action Party,GE 2006,Nee Soon Central,65.4%,GE,2006
1475,"ONG Beng Soon, Elvin",Singapore Democratic Alliance,GE 2006,Pasir Ris-Punggol GRC,31.3%,GE,2006
1476,"ONG Beng Soon, Elvin",National Solidarity Party,GE 2011,Jurong GRC,33.0%,GE,2011
1477,"ONG Beng Soon, Elvin",National Solidarity Party,GE 2015,Pioneer,23.7%,GE,2015
1478,ONG Chang Sam,People's Action Party,GE 1959,Chua Chu Kang,56.3%,GE,1959
1479,ONG Chang Sam,Barisan Sosialis,GE 1963,Sepoy Lines,33.5%,GE,1963
1480,ONG Chang Sam,Barisan Sosialis,BE 1965,Hong Lim,40.5%,BE,1965
1481,ONG Chit Chung[28 Jan 1949 - 14 Jul 2008],People's Action Party,GE 1988,Bukit Batok,55.9%,GE,1988
1482,ONG Chit Chung[28 Jan 1949 - 14 Jul 2008],People's Action Party,GE 1991,Bukit Batok,51.8%,GE,1991
1483,ONG Chit Chung[28 Jan 1949 - 14 Jul 2008],People's Action Party,GE 1997,Bukit Timah GRC,Uncontested,GE,1997
1484,ONG Chit Chung[28 Jan 1949 - 14 Jul 2008],People's Action Party,GE 2001,Jurong GRC,79.8%,GE,2001
1485,ONG Chit Chung[28 Jan 1949 - 14 Jul 2008],People's Action Party,GE 2006,Jurong GRC,Uncontested,GE,2006
1486,ONG Chye Hock,Independent,GE 1959,Paya Lebar,39.2%,GE,1959
1487,ONG Eng Guan[1925 - 2008],People's Action Party,CC 1957,Hong Lim,82.9%,CC,1957
1488,ONG Eng Guan[1925 - 2008],People's Action Party,GE 1959,Hong Lim,77.0%,GE,1959
1489,ONG Eng Guan[1925 - 2008],Independent,BE 1961,Hong Lim,73.3%,BE,1961
1490,ONG Eng Guan[1925 - 2008],United People's Party,GE 1963,Hong Lim,44.5%,GE,1963
1491,ONG Eng Lian,Democratic Party,GE 1955,Rochore,30.0%,GE,1955
1492,ONG Eng Lian,Liberal Socialist Party,GE 1959,Kampong Glam,14.2%,GE,1959
1493,ONG Hock Siang,Barisan Sosialis,GE 1963,Tanjong Pagar,33.0%,GE,1963
1494,ONG Hock Siong,Singapore Democratic Alliance,GE 2006,Tampines GRC,31.5%,GE,2006
1495,ONG Hock Siong,National Solidarity Party,GE 2011,Jurong GRC,33.0%,GE,2011
1496,ONG Jin Teck,United People's Party,GE 1963,Siglap,9.1%,GE,1963
1497,ONG Kah Seng,National Solidarity Party,GE 1988,Ang Mo Kio,34.5%,GE,1988
1498,ONG Kian Min,People's Action Party,GE 1997,Pasir Ris GRC,70.9%,GE,1997
1499,ONG Kian Min,People's Action Party,GE 2001,Tampines GRC,73.3%,GE,2001
1500,ONG Kian Min,People's Action Party,GE 2006,Tampines GRC,68.5%,GE,2006
1501,"ONG Kim Huat, David",People's Action Party,GE 2011,Jurong GRC,67.0%,GE,2011
1502,"ONG Kim Huat, David",People's Action Party,GE 2015,Bukit Batok,73.0%,GE,2015
1503,ONG Leong Boon,People's Action Party,GE 1972,Kim Seng,67.7%,GE,1972
1504,ONG Leong Boon,People's Action Party,GE 1976,Kim Seng,77.6%,GE,1976
1505,ONG Lian Teng,Barisan Sosialis,GE 1963,Bukit Panjang,46.5%,GE,1963
1506,ONG Lip Hua,Liberal Socialist Party,CC 1957,Rochore,22.9%,CC,1957
1507,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,CC 1957,Tanjong Pagar,71.9%,CC,1957
1508,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1959,Telok Ayer,67.4%,GE,1959
1509,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1963,Telok Ayer,44.0%,GE,1963
1510,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1968,Telok Ayer,Uncontested,GE,1968
1511,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1972,Telok Ayer,84.0%,GE,1972
1512,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1976,Telok Ayer,Uncontested,GE,1976
1513,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1980,Telok Ayer,Uncontested,GE,1980
1514,ONG Pang Boon[27 Mar 1929 - ],People's Action Party,GE 1984,Telok Ayer,Uncontested,GE,1984
1515,ONG Phi Hock,Singapore People's Alliance,GE 1959,Tampines,20.0%,GE,1959
1516,ONG Say Yeo,Liberal Socialist Party,CC 1957,Pasir Panjang,58.7%,CC,1957
1517,ONG Seh Hong,People's Action Party,GE 2001,Aljunied GRC,Uncontested,GE,2001
1518,ONG Seh Hong,People's Action Party,GE 2006,Marine Parade GRC,Uncontested,GE,2006
1519,ONG Seng Kok,United National Front,GE 1972,Jalan Kayu,3.7%,GE,1972
1520,ONG Seng Kwe,National Solidarity Party,GE 1991,Tampines GRC,40.5%,GE,1991
1521,ONG Teik Seng,Singapore Democratic Alliance,GE 2015,Pasir Ris-Punggol GRC,27.1%,GE,2015
1522,ONG Soo Chuan,People's Action Party,GE 1963,Jurong,31.9%,GE,1963
1523,ONG Soo Chuan,People's Action Party,GE 1968,Nee Soon,91.3%,GE,1968
1524,ONG Soo Chuan,People's Action Party,GE 1972,Nee Soon,73.3%,GE,1972
1525,ONG Soo Chuan,People's Action Party,GE 1976,Nee Soon,Uncontested,GE,1976
1526,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1972,Kim Keat,74.0%,GE,1972
1527,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1976,Kim Keat,76.6%,GE,1976
1528,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1980,Kim Keat,Uncontested,GE,1980
1529,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1984,Kim Keat,Uncontested,GE,1984
1530,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1988,Kim Keat,73.0%,GE,1988
1531,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],People's Action Party,GE 1991,Toa Payoh GRC,Uncontested,GE,1991
1532,ONG Teng Cheong[22 Jan 1936 - 8 Feb 2002],Presidential Office,PE 1993,Presidential Office,58.7%,PE,1993
1533,ONG Teng Koon,People's Action Party,GE 2011,Sembawang GRC,63.9%,GE,2011
1534,ONG Teng Koon,People's Action Party,GE 2015,Marsiling-Yew Tee GRC,68.7%,GE,2015
1535,ONG Tiong Kuan,United People's Party,GE 1963,Bukit Timah,5.3%,GE,1963
1536,ONG Ye Kung,People's Action Party,GE 2011,Aljunied GRC,45.3%,GE,2011
1537,ONG Ye Kung,People's Action Party,GE 2015,Sembawang GRC,72.3%,GE,2015
1538,ONG Yu Thoh,Independent,GE 1963,Jalan Kayu,5.9%,GE,1963
1539,OOI Boon Ewe (Stephen),Independent,GE 2001,Joo Chiat,16.5%,GE,2001
1540,"OON Kheng Faye, Angela",Workers' Party,GE 2011,Nee Soon GRC,41.6%,GE,2011
1541,"OORJITHAM, Philemon",Barisan Sosialis,GE 1963,Kallang,32.1%,GE,1963
1542,OSMAN bin Abdul Gani,United Malays National Organisation,GE 1959,Telok Blangah,36.0%,GE,1959
1543,OSMAN bin Sulaiman,Reform Party,GE 2011,Ang Mo Kio GRC,30.7%,GE,2011
1544,OSMAN bin Sulaiman,Reform Party,GE 2015,Ang Mo Kio GRC,21.4%,GE,2015
1545,OTHMAN bin Abdullah,Workers' Party,GE 1972,Kampong Kembangan,32.4%,GE,1972
1546,OTHMAN bin Abdullah,Workers' Party,GE 1976,Radin Mas,24.3%,GE,1976
1547,OTHMAN bin Haron Eusofe,People's Action Party,GE 1980,Geylang Serai,72.0%,GE,1980
1548,OTHMAN bin Haron Eusofe,People's Action Party,GE 1984,Geylang Serai,65.6%,GE,1984
1549,OTHMAN bin Haron Eusofe,People's Action Party,GE 1988,Marine Parade GRC,73.8%,GE,1988
1550,OTHMAN bin Haron Eusofe,People's Action Party,GE 1991,Marine Parade GRC,77.2%,GE,1991
1551,OTHMAN bin Haron Eusofe,People's Action Party,BE 1992,Marine Parade GRC,72.9%,BE,1992
1552,OTHMAN bin Haron Eusofe,People's Action Party,GE 1997,Marine Parade GRC,Uncontested,GE,1997
1553,OTHMAN bin Haron Eusofe,People's Action Party,GE 2001,Marine Parade GRC,Uncontested,GE,2001
1554,OTHMAN bin Wok[8 Oct 1924 - ],People's Action Party,GE 1959,Kampong Kembangan,36.7%,GE,1959
1555,OTHMAN bin Wok[8 Oct 1924 - ],People's Action Party,GE 1963,Pasir Panjang,45.3%,GE,1963
1556,OTHMAN bin Wok[8 Oct 1924 - ],People's Action Party,GE 1968,Pasir Panjang,Uncontested,GE,1968
1557,OTHMAN bin Wok[8 Oct 1924 - ],People's Action Party,GE 1972,Pasir Panjang,71.8%,GE,1972
1558,OTHMAN bin Wok[8 Oct 1924 - ],People's Action Party,GE 1976,Pasir Panjang,71.9%,GE,1976
1559,OW Chin Hock,People's Action Party,GE 1976,Leng Kee,76.8%,GE,1976
1560,OW Chin Hock,People's Action Party,GE 1980,Leng Kee,Uncontested,GE,1980
1561,OW Chin Hock,People's Action Party,GE 1984,Leng Kee,66.8%,GE,1984
1562,OW Chin Hock,People's Action Party,GE 1988,Leng Kee,65.0%,GE,1988
1563,OW Chin Hock,People's Action Party,GE 1991,Leng Kee,76.6%,GE,1991
1564,OW Chin Hock,People's Action Party,GE 1997,Tanjong Pagar GRC,Uncontested,GE,1997
1565,"PADMANABHAN, Valath Sankunny",Independent,CC 1952,East,6.5%,CC,1952
1566,"PAGLAR, Charles Joseph Pemberton[1 Sep 1894 - 9 Dec 1954]",Independent,GE 1948,Municipal North-East,13.0%,GE,1948
1567,"PAGLAR, Charles Joseph Pemberton[1 Sep 1894 - 9 Dec 1954]",Progressive Party,GE 1951,Changi,72.5%,GE,1951
1568,"PAGLAR, Winston J.",United National Front,GE 1972,Kim Keat,4.2%,GE,1972
1569,"PAKIRISAMY, V. Vayloo",Progressive Party,MC Apr 1949,North,18.4%,MC Apr,1949
1570,"PAKIRISAMY, V. Vayloo",Progressive Party,GE 1951,Seletar,27.0%,GE,1951
1571,"PALMER, Michael Anthony",People's Action Party,GE 2006,Pasir Ris-Punggol GRC,68.7%,GE,2006
1572,"PALMER, Michael Anthony",People's Action Party,GE 2011,Punggol East,54.5%,GE,2011
1573,PAN Cheng Luan,United People's Party,GE 1963,Bras Basah,3.5%,GE,1963
1574,PAN Tiek Tai,United People's Party,GE 1963,Rochore,9.7%,GE,1963
1575,PANG Kim Hin,People's Action Party,BE 1981,Anson,47.1%,BE,1981
1576,PANG Man Ming,Liberal Socialist Party,GE 1959,Kreta Ayer,26.7%,GE,1959
1577,PANG Tong Khiam (John),Liberal Socialist Party,CC 1957,Bukit Merah,33.0%,CC,1957
1578,PANG Toon Tin (Peter),Partai Rakyat,GE 1959,Siglap,4.6%,GE,1959
1579,"PARAMBIL, J. George V.",Independent,CC 1952,West,7.8%,CC,1952
1580,PECK Boon Kang,Liberal Socialist Party,CC 1957,Delta,20.6%,CC,1957
1581,PEH Chin Hua,People's Action Party,GE 1988,Jalan Besar GRC,62.7%,GE,1988
1582,PEH Chin Hua,People's Action Party,GE 1991,Jalan Besar GRC,Uncontested,GE,1991
1583,PEH Chin Hua,People's Action Party,GE 1997,Jalan Besar GRC,67.6%,GE,1997
1584,PEK Cheng Chuan,Liberal Socialist Party,GE 1959,Bukit Timah,24.4%,GE,1959
1585,"PEREIRA, Joan",People's Action Party,GE 2015,Tanjong Pagar GRC,77.7%,GE,2015
1586,"PERERA, Leon",Workers' Party,GE 2015,East Coast GRC,39.3%,GE,2015
1587,"PERUMAL, Sundarajulu Lakshmana",Liberal Socialist Party,CC 1957,Anson,46.1%,CC,1957
1588,PHANG Juet Haw,People's Front,GE 1972,Whampoa,21.4%,GE,1972
1589,PHEY Yew Kok,People's Action Party,GE 1972,Boon Teck,66.8%,GE,1972
1590,PHEY Yew Kok,People's Action Party,GE 1976,Boon Teck,71.9%,GE,1976
1591,"PHILEMON, Ravi",Singapore People's Party,GE 2015,Hong Kah North,25.2%,GE,2015
1592,PHUA Bah LeeQ,People's Action Party,GE 1968,Tampines,Uncontested,GE,1968
1593,PHUA Bah LeeQ,People's Action Party,GE 1972,Tampines,64.3%,GE,1972
1594,PHUA Bah LeeQ,People's Action Party,GE 1976,Tampines,Uncontested,GE,1976
1595,PHUA Bah LeeQ,People's Action Party,GE 1980,Tampines,85.9%,GE,1980
1596,PHUA Bah LeeQ,People's Action Party,GE 1984,Tampines,72.3%,GE,1984
1597,PHUA Gek Boon,United People's Party,GE 1963,Upper Serangoon,5.1%,GE,1963
1598,"PHUA Lay Peng, Denise",People's Action Party,GE 2006,Jalan Besar GRC,69.3%,GE,2006
1599,"PHUA Lay Peng, Denise",People's Action Party,GE 2011,Moulmein-Kallang GRC,58.6%,GE,2011
1600,"PHUA Lay Peng, Denise",People's Action Party,GE 2015,Jalan Besar GRC,67.7%,GE,2015
1601,"PHUA Siok Gek, Cynthia",People's Action Party,GE 2001,Aljunied GRC,Uncontested,GE,2001
1602,"PHUA Siok Gek, Cynthia",People's Action Party,GE 2006,Aljunied GRC,56.1%,GE,2006
1603,"PHUA Siok Gek, Cynthia",People's Action Party,GE 2011,Aljunied GRC,45.3%,GE,2011
1604,PHUA Soon Lian,Barisan Sosialis,GE 1963,Geylang East,35.6%,GE,1963
1605,PIARO Lachhu S.,United People's Front,GE 1980,Yio Chu Kang,12.5%,GE,1980
1606,"PILLAI, Malathi",Independent,GE 1948,Rural West,26.5%,GE,1948
1607,"PILLAY, Sandy Gurunathan",Progressive Party,MC Apr 1949,City,20.7%,MC Apr,1949
1608,PNG Eng Huat,Workers' Party,GE 2011,East Coast GRC,45.2%,GE,2011
1609,PNG Eng Huat,Workers' Party,BE 2012,Hougang,62.1%,BE,2012
1610,PNG Eng Huat,Workers' Party,GE 2015,Hougang,57.7%,GE,2015
1611,"POA Koon Koon, Hazel",National Solidarity Party,GE 2011,Chua Chu Kang GRC,38.8%,GE,2011
1612,POH Ber Liak,Barisan Sosialis,GE 1963,Tampines,48.3%,GE,1963
1613,POH Lee Guan,Workers' Party,GE 2001,Nee Soon East,26.3%,GE,2001
1614,POH Lee Guan,Workers' Party,GE 2006,Nee Soon East,31.3%,GE,2006
1615,POH Lee Guan,Workers' Party,GE 2011,Nee Soon GRC,41.6%,GE,2011
1616,POK Lee Chuen,Workers' Party,GE 1988,Bukit Merah,30.2%,GE,1988
1617,POK Lee Chuen,National Solidarity Party,GE 1991,Cheng San GRC,35.9%,GE,1991
1618,PONNUSAMY Anthony,Independent,GE 1959,Ulu Pandan,3.0%,GE,1959
1619,POON Weng Ying,United People's Party,GE 1963,Bukit Merah,9.7%,GE,1963
1620,PRITAM Singh,Workers' Party,GE 2011,Aljunied GRC,54.7%,GE,2011
1621,PRITAM Singh,Workers' Party,GE 2015,Aljunied GRC,51.0%,GE,2015
1622,"PUTHUCHEARY, Janil Arusha",People's Action Party,GE 2011,Pasir Ris-Punggol GRC,64.8%,GE,2011
1623,"PUTHUCHEARY, Janil Arusha",People's Action Party,GE 2015,Pasir Ris-Punggol GRC,72.9%,GE,2015
1624,"PWEE Yek Kwan, Benjamin",Singapore People's Party,GE 2011,Bishan-Toa Payoh GRC,43.1%,GE,2011
1625,"PWEE Yek Kwan, Benjamin",Singapore People's Party,GE 2015,Bishan-Toa Payoh GRC,26.4%,GE,2015
1626,QUAH Heck Peck,Liberal Socialist Party,GE 1959,Punggol,6.3%,GE,1959
1627,QUEK Doh Lam,Workers' Party,GE 1972,Geylang West,30.7%,GE,1972
1628,QUEK Doh Lam,Workers' Party,GE 1976,Potong Pasir,25.2%,GE,1976
1629,QUEK Teow Chuan,Singapore United Front,GE 1984,Nee Soon,25.8%,GE,1984
1630,RAHAYU binte Mahzam,People's Action Party,GE 2015,Jurong GRC,79.3%,GE,2015
1631,"RAHIM KHAN, M. Abdul",Independent,MC 1950,Rochore,1.2%,MC,1950
1632,RAHMAT bin Kenap,People's Action Party,GE 1963,Geylang Serai,48.0%,GE,1963
1633,RAHMAT bin Kenap,People's Action Party,GE 1968,Geylang Serai,83.0%,GE,1968
1634,RAHMAT bin Kenap,People's Action Party,GE 1972,Geylang Serai,53.6%,GE,1972
1635,RAHMAT bin Kenap,People's Action Party,GE 1976,Geylang Serai,66.3%,GE,1976
1636,RAJA ROM bin Raja Jaafar,United National Front,GE 1972,Geylang Serai,6.7%,GE,1972
1637,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Progressive Party,GE 1948,Rural West,23.5%,GE,1948
1638,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Progressive Party,MC Apr 1949,South,34.5%,MC Apr,1949
1639,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Progressive Party,CC 1951,North,42.7%,CC,1951
1640,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Progressive Party,GE 1951,Keppel,32.0%,GE,1951
1641,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Independent,GE 1959,Farrer Park,44.5%,GE,1959
1642,"RAJAH, Arumugan Ponnu[23 Nov 1911 - 28 Sep 1999]",Singapore Alliance,GE 1963,Farrer Park,12.8%,GE,1963
1643,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1959,Kampong Glam,65.3%,GE,1959
1644,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1963,Kampong Glam,44.8%,GE,1963
1645,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1968,Kampong Glam,Uncontested,GE,1968
1646,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1972,Kampong Glam,Uncontested,GE,1972
1647,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1976,Kampong Glam,80.2%,GE,1976
1648,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1980,Kampong Glam,Uncontested,GE,1980
1649,RAJARATNAM Sinnathamby[25 Feb 1915 - 22 Feb 2006],People's Action Party,GE 1984,Kampong Glam,Uncontested,GE,1984
1650,RAJARATNAM Vaithilingam,Labour Party,MC Apr 1949,North,14.8%,MC Apr,1949
1651,RAJARATNAM Vaithilingam,Labour Party,MC 1950,North,43.4%,MC,1950
1652,RAJASEKARAN K. S. Maniyam,"Justice Party, Singapore",GE 1991,Marine Parade GRC,22.8%,GE,1991
1653,"RAMANATHAN, Sellapan[3 Jul 1924 - 22 Aug 2016]",Presidential Office,PE 1999,Presidential Office,Uncontested,PE,1999
1654,"RAMANATHAN, Sellapan[3 Jul 1924 - 22 Aug 2016]",Presidential Office,PE 2005,Presidential Office,Uncontested,PE,2005
1655,RAMASAMY Muthusamy,United National Front,GE 1972,Telok Blangah,6.5%,GE,1972
1656,RAMASAMY Muthusamy,Singapore Justice Party,GE 1980,West Coast,15.6%,GE,1980
1657,RAMASAMY Muthusamy,"Justice Party, Singapore",GE 1984,West Coast,24.3%,GE,1984
1658,RAMASAMY Muthusamy,"Justice Party, Singapore",GE 1988,Marine Parade GRC,26.2%,GE,1988
1659,"RAMASAMY, P.",Labour Front,CC 1957,Cairnhill,32.1%,CC,1957
1660,RAMASWAMY Sellappa,People's Action Party,GE 1959,Bukit Merah,59.1%,GE,1959
1661,RAMASWAMY Sellappa,People's Action Party,GE 1963,Bukit Merah,39.0%,GE,1963
1662,RAMASWAMY Sellappa,People's Action Party,BE 1966,Crawford,Uncontested,BE,1966
1663,RAMASWAMY Sellappa,People's Action Party,GE 1968,Potong Pasir,Uncontested,GE,1968
1664,RASIAH Thiagarajah,National Solidarity Party,GE 1988,Yio Chu Kang,26.3%,GE,1988
1665,RASIAH Thiagarajah,National Solidarity Party,GE 1991,Tampines GRC,40.5%,GE,1991
1666,RAVI Madasamy,Reform Party,GE 2015,Ang Mo Kio GRC,21.4%,GE,2015
1667,RAVINDRAN Ramasamy,People's Action Party,GE 1997,Bukit Timah GRC,Uncontested,GE,1997
1668,RAVINDRAN Ramasamy,People's Action Party,GE 2001,Marine Parade GRC,Uncontested,GE,2001
1669,"RAYNER, Leslie",Singapore People's Alliance,GE 1959,Ulu Pandan,31.9%,GE,1959
1670,REDZWAN HAFIDZ bin Abdul Razak,Workers' Party,GE 2015,Jalan Besar GRC,32.3%,GE,2015
1671,"RENGASAMY, O. Subramaniam",Workers' Party,CC 1957,Cairnhill,34.4%,CC,1957
1672,REVEENDRAN Sasi,Singapore United Front,GE 1984,Boon Lay,30.4%,GE,1984
1673,"RICHARDS, Thomas Davies",Labour Party,GE 1951,Tanglin,19.9%,GE,1951
1674,"ROBERTSON, Duncan",Progressive Party,MC Apr 1949,South,27.8%,MC Apr,1949
1675,"ROBERTSON, Duncan",Progressive Party,MC Dec 1949,South,51.2%,MC Dec,1949
1676,"RODRIGO, Leonard Peter",People's Action Party,GE 1968,Serangoon Gardens,Uncontested,GE,1968
1677,"RODRIGO, Leonard Peter",People's Action Party,GE 1972,Serangoon Gardens,Uncontested,GE,1972
1678,"RODRIGUES, Bernard",People's Action Party,GE 1963,Telok Blangah,39.8%,GE,1963
1679,ROHAN bin Kamis,People's Action Party,BE 1979,Telok Blangah,61.2%,BE,1979
1680,ROHAN bin Kamis,People's Action Party,GE 1980,Telok Blangah,53.0%,GE,1980
1681,ROSLAN bin Hassan,People's Action Party,GE 1959,Geylang Serai,30.4%,GE,1959
1682,S. A. LATIFF,United National Front,GE 1972,Farrer Park,3.1%,GE,1972
1683,SADASIVAM Veriyah,Singapore Democratic Party,GE 2011,Sembawang GRC,36.1%,GE,2011
1684,SADASIVAM Veriyah,Singapore Democratic Party,GE 2015,Bukit Batok,26.4%,GE,2015
1685,SAHID bin Sahooman,Pertubuhan Kebangsaan Melayu Singapura,GE 1976,Kampong Ubi,31.5%,GE,1976
1686,SAHID bin Sahooman,Pertubuhan Kebangsaan Melayu Singapura,GE 1980,Kampong Ubi,18.7%,GE,1980
1687,SAHID bin Sahooman,Pertubuhan Kebangsaan Melayu Singapura,GE 1991,Boon Lay,26.7%,GE,1991
1688,SAHORAH binte Ahmat,People's Action Party,GE 1959,Siglap,34.3%,GE,1959
1689,SAID bin Jali,Barisan Sosialis,GE 1972,Bukit Merah,15.0%,GE,1972
1690,SAIDI bin Shariff,People's Action Party,GE 1980,Kaki Bukit,72.3%,GE,1980
1691,SAJEEV Kunju Raman Kamalasanan,Workers' Party,GE 2011,Nee Soon GRC,41.6%,GE,2011
1692,SAKTIANDI bin Supaat,People's Action Party,GE 2015,Bishan-Toa Payoh GRC,73.6%,GE,2015
1693,SALEHA binte Mohamed Shah,Partai Rakyat,GE 1963,Kampong Kembangan,18.1%,GE,1963
1694,SALLEH bin Mohd Bawthan,Pertubuhan Kebangsaan Melayu Singapura,GE 1988,Boon Lay,28.0%,GE,1988
1695,SAM Tai Guan,Singapore Alliance,GE 1963,Hong Lim,1.7%,GE,1963
1696,SAMIR Salim Neji,Independent,GE 2015,Bukit Batok,0.6%,GE,2015
1697,SARDON bin Jubir[19 Mar 1917 - 14 Dec 1985],Independent,GE 1948,Rural East,54.9%,GE,1948
1698,SARRY bin Hassan,National Solidarity Party,GE 1991,Tampines GRC,40.5%,GE,1991
1699,SARRY bin Hassan,National Solidarity Party,BE 1992,Marine Parade GRC,1.4%,BE,1992
1700,SARRY bin Hassan,Singapore Democratic Party,GE 2001,Hong Kah GRC,20.3%,GE,2001
1701,"SCHARENGUIVEL, Royston George",Workers' Party,GE 1980,Siglap,22.1%,GE,1980
1702,"SCHARENGUIVEL, Royston George",Workers' Party,GE 1984,Kolam Ayer,42.1%,GE,1984
1703,SEAH Kian Peng,People's Action Party,GE 2006,Marine Parade GRC,Uncontested,GE,2006
1704,SEAH Kian Peng,People's Action Party,GE 2011,Marine Parade GRC,56.6%,GE,2011
1705,SEAH Kian Peng,People's Action Party,GE 2015,Marine Parade GRC,64.1%,GE,2015
1706,SEAH Mui Kok,People's Action Party,GE 1963,Hong Lim,33.3%,GE,1963
1707,SEAH Mui Kok,People's Action Party,GE 1968,Bukit Ho Swee,Uncontested,GE,1968
1708,SEAH Mui Kok,People's Action Party,GE 1972,Bukit Ho Swee,68.8%,GE,1972
1709,SEAH Mui Kok,People's Action Party,GE 1976,Bukit Ho Swee,73.5%,GE,1976
1710,SEAH Mui Kok,People's Action Party,GE 1980,Bukit Ho Swee,Uncontested,GE,1980
1711,SEAH Peng Chuan,Progressive Party,CC 1951,Rochore,36.3%,CC,1951
1712,SEAH Peng Chuan,Labour Front,GE 1955,Kampong Kapor,45.6%,GE,1955
1713,SEAH Peng Chuan,Citizens' Party,GE 1959,Kallang,9.8%,GE,1959
1714,"SEAH Xue Ling, Nicole Rebecca",National Solidarity Party,GE 2011,Marine Parade GRC,43.4%,GE,2011
1715,SEE Eng Kiat,Labour Front,GE 1959,Jalan Besar,4.1%,GE,1959
1716,SEET Ai Mee,People's Action Party,GE 1988,Bukit Gombak,53.5%,GE,1988
1717,SEET Ai Mee,People's Action Party,GE 1991,Bukit Gombak,48.6%,GE,1991
1718,SELVADURAI Pathmanaban,People's Action Party,BE 1967,Bukit Panjang,Uncontested,BE,1967
1719,SELVADURAI Pathmanaban,People's Action Party,GE 1968,Bukit Panjang,Uncontested,GE,1968
1720,SELVADURAI Pathmanaban,People's Action Party,GE 1972,Kuo Chuan,73.7%,GE,1972
1721,SELVADURAI Pathmanaban,People's Action Party,GE 1976,Kuo Chuan,74.4%,GE,1976
1722,SELVADURAI Pathmanaban,People's Action Party,GE 1980,Kuo Chuan,75.9%,GE,1980
